Area,Production,GDP,Annual Growth Rate (%),Inflation,Rainfall,Price,Temparature
124273,391336,61332,0.1285,0.058,1053,1094,26.12
163000,516000,78128,0.2747,0.0637,843.3,1284,26.18
148000,474000,78128,0.2747,0.0637,843.3,1284,26.18
193718,602657,75924,-0.029,0.0835,1035.3,1494,26.24
168094,547650,75924,-0.029,0.0835,1035.3,1494,26.24
98690,319262,83752,0.1036,0.1088,666.3,1575,26.37
174740,599708,83752,0.1036,0.1088,666.3,1575,26.37
206149,642566,103208,0.232,0.1199,1276.4,1030,26.33
199166,681148,103208,0.232,0.1199,1276.4,1030,26.33
216547,634050,110808,0.0741,0.0886,753.1,1110,26.4
111214,329750,110808,0.0741,0.0886,753.1,1110,26.4
192185,546190,110200,0.004,0.1106,1348.7,1345,26.49
201558,659095,110200,0.004,0.1106,1348.7,1345,26.49
177458,549765,119624,0.0857,0.0665,746.4,1425,26.46
145917,491594,119624,0.0857,0.0665,746.4,1425,26.46
81600,135100,31540,0.0389,0.0716,856,968,25.57
20600,49100,31540,0.0389,0.0716,856,968,25.57
108400,308000,31388,-0.0053,0.1323,1093,939,25.62
50100,127800,31388,-0.0053,0.1323,1093,939,25.62
115922,295946,33592,0.0694,0.0467,863.8,1009,25.68
54336,136332,33592,0.0694,0.0467,863.8,1009,25.68
130502,333694,33668,0.003,0.0401,1078,1139,25.72
50212,164344,33668,0.003,0.0401,1078,1139,25.72
122016,303088,34352,0.0186,0.0378,922.3,864,25.79
36156,97296,34352,0.0186,0.0378,922.3,864,25.79
89863,140096,35796,0.043,0.043,765.3,964,25.84
17668,40566,35796,0.043,0.043,765.3,964,25.84
73668,229181,41572,0.1608,0.0381,963.2,945,25.92
17702,53177,41572,0.1608,0.0381,963.2,945,25.92
60268,135422,47728,0.1482,0.0377,667,1309,25.97
13127,33815,47728,0.1482,0.0377,667,1309,25.97
98831,344130,54340,0.1387,0.0425,1163.1,1009,26.04
50708,161860,54340,0.1387,0.0425,1163.1,1009,26.04
114358,361714,61332,0.1285,0.058,1053,1094,26.12
53292,177143,61332,0.1285,0.058,1053,1094,26.12
71000,254000,78128,0.2747,0.0637,843.3,1284,26.18
57000,199000,78128,0.2747,0.0637,843.3,1284,26.18
111687,407769,75924,-0.029,0.0835,1035.3,1494,26.24
78339,271836,75924,-0.029,0.0835,1035.3,1494,26.24
75732,245978,83752,0.1036,0.1088,666.3,1575,26.37
45538,143080,83752,0.1036,0.1088,666.3,1575,26.37
116729,427496,103208,0.232,0.1199,1276.4,1030,26.33
104894,416744,103208,0.232,0.1199,1276.4,1030,26.33
149497,584000,110808,0.0741,0.0886,753.1,1110,26.4
110314,388195,110808,0.0741,0.0886,753.1,1110,26.4
152303,622200,110200,0.004,0.1106,1348.7,1345,26.49
108509,421992,110200,0.004,0.1106,1348.7,1345,26.49
112427,404400,119624,0.0857,0.0665,746.4,1425,26.46
56845,216125,119624,0.0857,0.0665,746.4,1425,26.46
24000,48900,31540,0.0389,0.0716,856,968,25.57
15700,42800,31540,0.0389,0.0716,856,968,25.57
30200,55300,31388,-0.0053,0.1323,1093,939,25.62
29800,77000,31388,-0.0053,0.1323,1093,939,25.62
34109,79167,33592,0.0694,0.0467,863.8,1009,25.68
19140,37055,33592,0.0694,0.0467,863.8,1009,25.68
39103,100573,33668,0.003,0.0401,1078,1139,25.72
18996,47642,33668,0.003,0.0401,1078,1139,25.72
25102,66520,34352,0.0186,0.0378,922.3,864,25.79
21614,57580,34352,0.0186,0.0378,922.3,864,25.79
20618,36844,35796,0.043,0.043,765.3,964,25.84
9642,22832,35796,0.043,0.043,765.3,964,25.84
21939,50942,41572,0.1608,0.0381,963.2,945,25.92
14360,34605,41572,0.1608,0.0381,963.2,945,25.92
19504,50574,47728,0.1482,0.0377,667,1309,25.97
10487,28042,47728,0.1482,0.0377,667,1309,25.97
23600,65726,54340,0.1387,0.0425,1163.1,1009,26.04
16656,46420,54340,0.1387,0.0425,1163.1,1009,26.04
20010,54747,61332,0.1285,0.058,1053,1094,26.12
11044,28063,61332,0.1285,0.058,1053,1094,26.12
19000,46000,78128,0.2747,0.0637,843.3,1284,26.18
12000,31000,78128,0.2747,0.0637,843.3,1284,26.18
19183,56398,75924,-0.029,0.0835,1035.3,1494,26.24
12917,35625,75924,-0.029,0.0835,1035.3,1494,26.24
20022,52157,83752,0.1036,0.1088,666.3,1575,26.37
15340,40498,83752,0.1036,0.1088,666.3,1575,26.37
30985,78837,103208,0.232,0.1199,1276.4,1030,26.33
21375,57264,103208,0.232,0.1199,1276.4,1030,26.33
29334,67684,110808,0.0741,0.0886,753.1,1110,26.4
14333,35417,110808,0.0741,0.0886,753.1,1110,26.4
27054,62711,110200,0.004,0.1106,1348.7,1345,26.49
17986,40163,110200,0.004,0.1106,1348.7,1345,26.49
23817,60376,119624,0.0857,0.0665,746.4,1425,26.46
11065,30838,119624,0.0857,0.0665,746.4,1425,26.46
43500,97300,31540,0.0389,0.0716,856,968,25.57
35000,82600,31540,0.0389,0.0716,856,968,25.57
133300,376900,31388,-0.0053,0.1323,1093,939,25.62
74400,195900,31388,-0.0053,0.1323,1093,939,25.62
132447,281450,33592,0.0694,0.0467,863.8,1009,25.68
51695,108043,33592,0.0694,0.0467,863.8,1009,25.68
162922,464979,33668,0.003,0.0401,1078,1139,25.72
62179,185045,33668,0.003,0.0401,1078,1139,25.72
129975,369259,34352,0.0186,0.0378,922.3,864,25.79
49550,145776,34352,0.0186,0.0378,922.3,864,25.79
109862,228074,35796,0.043,0.043,765.3,964,25.84
25332,64673,35796,0.043,0.043,765.3,964,25.84
124333,381827,41572,0.1608,0.0381,963.2,945,25.92
45902,128939,41572,0.1608,0.0381,963.2,945,25.92
108411,291842,47728,0.1482,0.0377,667,1309,25.97
21913,63920,47728,0.1482,0.0377,667,1309,25.97
139319,440805,54340,0.1387,0.0425,1163.1,1009,26.04
62556,205371,54340,0.1387,0.0425,1163.1,1009,26.04
140255,408002,61332,0.1285,0.058,1053,1094,26.12
68680,181384,61332,0.1285,0.058,1053,1094,26.12
115000,354000,78128,0.2747,0.0637,843.3,1284,26.18
72000,205000,78128,0.2747,0.0637,843.3,1284,26.18
152852,459932,75924,-0.029,0.0835,1035.3,1494,26.24
78006,230040,75924,-0.029,0.0835,1035.3,1494,26.24
84342,209253,83752,0.1036,0.1088,666.3,1575,26.37
40087,107072,83752,0.1036,0.1088,666.3,1575,26.37
169278,519314,103208,0.232,0.1199,1276.4,1030,26.33
98782,341094,103208,0.232,0.1199,1276.4,1030,26.33
160729,404520,110808,0.0741,0.0886,753.1,1110,26.4
63620,169420,110808,0.0741,0.0886,753.1,1110,26.4
159311,501478,110200,0.004,0.1106,1348.7,1345,26.49
95542,299046,110200,0.004,0.1106,1348.7,1345,26.49
95515,282059,119624,0.0857,0.0665,746.4,1425,26.46
46492,155376,119624,0.0857,0.0665,746.4,1425,26.46
34010,56605,31388,-0.0053,0.1323,2225.4,939,24.47
24980,43660,33592,0.0694,0.0467,2233,1009,24.42
29500,58780,33668,0.003,0.0401,2363.9,1139,24.51
31890,59660,34352,0.0186,0.0378,2149,864,24.59
33980,64110,35796,0.043,0.043,2242.3,964,24.62
31740,62420,41572,0.1608,0.0381,2162.2,945,24.7
31237,57876,47728,0.1482,0.0377,2353.7,1309,24.74
27765,50438,54340,0.1387,0.0425,0,1009,24.8
29156,62853,61332,0.1285,0.058,1872,1094,24.85
28752,64055,78128,0.2747,0.0637,2538.2,1284,24.89
26005,59338,75924,-0.029,0.0835,1748.9,1494,24.96
27026,61825,83752,0.1036,0.1088,1737.7,1575,25.04
31885,72064,103208,0.232,0.1199,2295.2,1030,25.12
31851,76842,110808,0.0741,0.0886,1892.1,1110,25.23
32402,78152,109744,-0.0098,0.0931,1922.9,1250,25.3
32839,81231,110200,0.004,0.1106,1557.2,1345,25.39
32274,82856,119624,0.0857,0.0665,1599.9,1425,25.47
37021,107326,109744,-0.0098,0.0931,1922.9,1250,25.3
31355,90682,110200,0.004,0.1106,1557.2,1345,25.39
35009,107500,119624,0.0857,0.0665,1599.9,1425,25.47
23889,67277,109744,-0.0098,0.0931,1922.9,1250,25.3
24338,67649,110200,0.004,0.1106,1557.2,1345,25.39
23381,67131,119624,0.0857,0.0665,1599.9,1425,25.47
42640,81425,31388,-0.0053,0.1323,2225.4,939,24.47
39080,77670,33592,0.0694,0.0467,2233,1009,24.42
39350,82420,33668,0.003,0.0401,2363.9,1139,24.51
39290,88490,34352,0.0186,0.0378,2149,864,24.59
44510,94380,35796,0.043,0.043,2242.3,964,24.62
43810,98970,41572,0.1608,0.0381,2162.2,945,24.7
45596,96607,47728,0.1482,0.0377,2353.7,1309,24.74
42376,104850,54340,0.1387,0.0425,1836.7,1009,24.8
40835,94365,61332,0.1285,0.058,1872,1094,24.85
41900,92796,78128,0.2747,0.0637,2538.2,1284,24.89
39877,101477,75924,-0.029,0.0835,1748.9,1494,24.96
40428,96019,83752,0.1036,0.1088,1737.7,1575,25.04
47309,117645,103208,0.232,0.1199,2295.2,1030,25.12
48908,122777,110808,0.0741,0.0886,1892.1,1110,25.23
29795,75063,109744,-0.0098,0.0931,1922.9,1250,25.3
32584,78887,110200,0.004,0.1106,1557.2,1345,25.39
32623,83278,119624,0.0857,0.0665,1599.9,1425,25.47
48356,147453,109744,-0.0098,0.0931,1922.9,1250,25.3
49364,149425,110200,0.004,0.1106,1557.2,1345,25.39
47973,150378,119624,0.0857,0.0665,1599.9,1425,25.47
76357,148170,31388,-0.0053,0.1323,2225.4,939,24.47
68960,154400,33592,0.0694,0.0467,2233,1009,24.42
76840,178220,33668,0.003,0.0401,2363.9,1139,24.51
78290,191660,34352,0.0186,0.0378,2149,864,24.59
78770,193760,35796,0.043,0.043,2242.3,964,24.62
80890,201840,41572,0.1608,0.0381,2162.2,945,24.7
80299,198375,47728,0.1482,0.0377,2353.7,1309,24.74
81372,213034,54340,0.1387,0.0425,1836.7,1009,24.8
81447,218494,61332,0.1285,0.058,1872,1094,24.85
83304,222472,78128,0.2747,0.0637,2538.2,1284,24.89
80800,220676,75924,-0.029,0.0835,1748.9,1494,24.96
82074,225730,83752,0.1036,0.1088,1737.7,1575,25.04
82951,230326,103208,0.232,0.1199,2295.2,1030,25.12
84209,236107,110808,0.0741,0.0886,1892.1,1110,25.23
41350,118814,109744,-0.0098,0.0931,1922.9,1250,25.3
42246,127322,110200,0.004,0.1106,1557.2,1345,25.39
42639,128021,119624,0.0857,0.0665,1599.9,1425,25.47
17201,48146,109744,-0.0098,0.0931,1922.9,1250,25.3
17245,47041,110200,0.004,0.1106,1557.2,1345,25.39
17674,51830,119624,0.0857,0.0665,1599.9,1425,25.47
102480,205230,31388,-0.0053,0.1323,2225.4,939,24.47
99140,229950,33592,0.0694,0.0467,2233,1009,24.42
97380,228100,33668,0.003,0.0401,2363.9,1139,24.51
97280,247580,34352,0.0186,0.0378,2149,864,24.59
98010,250160,35796,0.043,0.043,2242.3,964,24.62
101000,253590,41572,0.1608,0.0381,2162.2,945,24.7
98944,249363,47728,0.1482,0.0377,2353.7,1309,24.74
101554,234625,54340,0.1387,0.0425,1836.7,1009,24.8
99501,252488,61332,0.1285,0.058,1872,1094,24.85
98941,261101,78128,0.2747,0.0637,2538.2,1284,24.89
96284,245684,75924,-0.029,0.0835,1748.9,1494,24.96
96010,256436,83752,0.1036,0.1088,1737.7,1575,25.04
102413,282438,103208,0.232,0.1199,2295.2,1030,25.12
101031,282578,110808,0.0741,0.0886,1892.1,1110,25.23
24729,70991,109744,-0.0098,0.0931,1922.9,1250,25.3
24283,69594,110200,0.004,0.1106,1557.2,1345,25.39
25700,75960,119624,0.0857,0.0665,1599.9,1425,25.47
935,2073,31540,0.0389,0.0716,0,968,25.8
1536,3478,31388,-0.0053,0.1323,661,939,25.85
2142,3781,33592,0.0694,0.0467,952.8,1009,25.9
1322,2502,33668,0.003,0.0401,946.8,1139,26
1318,2476,34352,0.0186,0.0378,973.8,864,26.1
1134,1900,35796,0.043,0.043,689.1,964,26.24
824,1436,41572,0.1608,0.0381,1096.4,945,26.31
1097,2575,47728,0.1482,0.0377,746.9,1309,26.39
1021,2314,54340,0.1387,0.0425,770.3,1009,26.46
1086,2056,61332,0.1285,0.058,632.1,1094,26.52
1395,2763,78128,0.2747,0.0637,741.2,1284,26.59
4176,9183,75924,-0.029,0.0835,953.4,1494,26.71
27,59,75924,-0.029,0.0835,953.4,1494,26.71
4816,8467,83752,0.1036,0.1088,610.2,1575,26.65
35,62,83752,0.1036,0.1088,610.2,1575,26.65
4342,9413,103208,0.232,0.1199,692.2,1030,26.7
6724,16803,110808,0.0741,0.0886,781.2,1110,26.74
30,75,110808,0.0741,0.0886,781.2,1110,26.74
3556,8975,109744,-0.0098,0.0931,602.7,1250,26.76
37,94,109744,-0.0098,0.0931,602.7,1250,26.76
8691,22475,110200,0.004,0.1106,1041.4,1345,26.78
10164,24231,119624,0.0857,0.0665,701.2,1425,26.75
17167,36571,31540,0.0389,0.0716,493.3,968,25.8
22174,35078,31388,-0.0053,0.1323,661,939,25.85
31898,56313,33592,0.0694,0.0467,952.8,1009,25.9
34648,68335,33668,0.003,0.0401,946.8,1139,26
33654,65137,34352,0.0186,0.0378,973.8,864,26.1
26117,45992,35796,0.043,0.043,689.1,964,26.24
30731,63252,41572,0.1608,0.0381,1096.4,945,26.31
5,10,41572,0.1608,0.0381,1096.4,945,26.31
38381,86421,47728,0.1482,0.0377,746.9,1309,26.39
36832,76868,54340,0.1387,0.0425,770.3,1009,26.46
38447,79239,61332,0.1285,0.058,632.1,1094,26.52
47382,95096,78128,0.2747,0.0637,741.2,1284,26.59
47544,102410,75924,-0.029,0.0835,953.4,1494,26.71
66448,115088,83752,0.1036,0.1088,610.2,1575,26.65
64485,131614,103208,0.232,0.1199,692.2,1030,26.7
70307,154394,110808,0.0741,0.0886,781.2,1110,26.74
85311,209609,109744,-0.0098,0.0931,602.7,1250,26.76
87525,196144,110200,0.004,0.1106,1041.4,1345,26.78
90420,201998,119624,0.0857,0.0665,701.2,1425,26.75
142391,264382,31540,0.0389,0.0716,493.3,968,25.8
187453,334437,31388,-0.0053,0.1323,661,939,25.85
205329,431418,33592,0.0694,0.0467,952.8,1009,25.9
210540,385279,33668,0.003,0.0401,946.8,1139,26
182098,364115,34352,0.0186,0.0378,973.8,864,26.1
165627,315023,35796,0.043,0.043,689.1,964,26.24
175078,408380,41572,0.1608,0.0381,1096.4,945,26.31
162912,291720,47728,0.1482,0.0377,746.9,1309,26.39
187745,378494,54340,0.1387,0.0425,770.3,1009,26.46
162136,342918,61332,0.1285,0.058,632.1,1094,26.52
165636,356449,78128,0.2747,0.0637,741.2,1284,26.59
185494,453347,75924,-0.029,0.0835,953.4,1494,26.71
105361,228633,83752,0.1036,0.1088,610.2,1575,26.65
141316,328560,103208,0.232,0.1199,692.2,1030,26.7
155232,397083,110808,0.0741,0.0886,781.2,1110,26.74
148937,427300,109744,-0.0098,0.0931,602.7,1250,26.76
159525,420986,110200,0.004,0.1106,1041.4,1345,26.78
149419,313780,119624,0.0857,0.0665,701.2,1425,26.75
110693,270417,31540,0.0389,0.0716,493.3,968,25.8
110093,256380,31388,-0.0053,0.1323,661,939,25.85
111467,317373,33592,0.0694,0.0467,952.8,1009,25.9
116502,288186,33668,0.003,0.0401,946.8,1139,26
122588,296503,34352,0.0186,0.0378,973.8,864,26.1
113857,243408,35796,0.043,0.043,689.1,964,26.24
114092,298678,41572,0.1608,0.0381,1096.4,945,26.31
116438,233800,47728,0.1482,0.0377,746.9,1309,26.39
114474,273020,54340,0.1387,0.0425,770.3,1009,26.46
113782,204580,61332,0.1285,0.058,632.1,1094,26.52
113450,289411,78128,0.2747,0.0637,741.2,1284,26.59
132870,358749,75924,-0.029,0.0835,953.4,1494,26.71
111508,288806,83752,0.1036,0.1088,610.2,1575,26.65
113002,298099,103208,0.232,0.1199,692.2,1030,26.7
116323,313374,110808,0.0741,0.0886,781.2,1110,26.74
115800,319492,109744,-0.0098,0.0931,602.7,1250,26.76
115279,314251,110200,0.004,0.1106,1041.4,1345,26.78
118607,290706,119624,0.0857,0.0665,701.2,1425,26.75
113314,236940,103208,0.232,0.1199,692.2,1030,26.7
122203,272146,110808,0.0741,0.0886,781.2,1110,26.74
118227,308454,109744,-0.0098,0.0931,602.7,1250,26.76
123251,280396,110200,0.004,0.1106,1041.4,1345,26.78
97395,147846,119624,0.0857,0.0665,701.2,1425,26.75
31690,76136,31540,0.0389,0.0716,493.3,968,25.8
2,5,31540,0.0389,0.0716,493.3,968,25.8
32346,76964,31388,-0.0053,0.1323,661,939,25.85
3,7,31388,-0.0053,0.1323,661,939,25.85
29503,60476,33592,0.0694,0.0467,952.8,1009,25.9
28486,66368,33668,0.003,0.0401,946.8,1139,26
29610,65900,34352,0.0186,0.0378,973.8,864,26.1
24588,55423,35796,0.043,0.043,689.1,964,26.24
23717,51949,41572,0.1608,0.0381,1096.4,945,26.31
26017,59524,47728,0.1482,0.0377,746.9,1309,26.39
21783,46267,54340,0.1387,0.0425,770.3,1009,26.46
23621,48683,61332,0.1285,0.058,632.1,1094,26.52
21178,46761,78128,0.2747,0.0637,741.2,1284,26.59
31620,62418,75924,-0.029,0.0835,953.4,1494,26.71
1,2,75924,-0.029,0.0835,953.4,1494,26.71
26586,53916,83752,0.1036,0.1088,610.2,1575,26.65
1,2,83752,0.1036,0.1088,610.2,1575,26.65
24355,47127,103208,0.232,0.1199,692.2,1030,26.7
28429,57370,110808,0.0741,0.0886,781.2,1110,26.74
22530,40914,109744,-0.0098,0.0931,602.7,1250,26.76
28126,59177,110200,0.004,0.1106,1041.4,1345,26.78
2,4,110200,0.004,0.1106,1041.4,1345,26.78
23134,61606,119624,0.0857,0.0665,701.2,1425,26.75
13,34,119624,0.0857,0.0665,701.2,1425,26.75
41064,94537,31540,0.0389,0.0716,493.3,968,25.8
42018,109833,31388,-0.0053,0.1323,661,939,25.85
49516,121005,33592,0.0694,0.0467,952.8,1009,25.9
48622,89219,33668,0.003,0.0401,946.8,1139,26
51471,125273,34352,0.0186,0.0378,973.8,864,26.1
36993,81678,35796,0.043,0.043,689.1,964,26.24
43191,97961,41572,0.1608,0.0381,1096.4,945,26.31
45897,129492,47728,0.1482,0.0377,746.9,1309,26.39
42877,108007,54340,0.1387,0.0425,770.3,1009,26.46
48919,135457,61332,0.1285,0.058,632.1,1094,26.52
44161,121045,78128,0.2747,0.0637,741.2,1284,26.59
52031,159631,75924,-0.029,0.0835,953.4,1494,26.71
35567,100406,83752,0.1036,0.1088,610.2,1575,26.65
37124,99641,103208,0.232,0.1199,692.2,1030,26.7
50179,145519,110808,0.0741,0.0886,781.2,1110,26.74
52566,164321,109744,-0.0098,0.0931,602.7,1250,26.76
53582,176070,110200,0.004,0.1106,1041.4,1345,26.78
55752,175898,119624,0.0857,0.0665,701.2,1425,26.75
202707,419064,31540,0.0389,0.0716,493.3,968,25.8
199011,346646,31388,-0.0053,0.1323,661,939,25.85
203833,445549,33592,0.0694,0.0467,952.8,1009,25.9
2,4,33592,0.0694,0.0467,952.8,1009,25.9
211031,390953,33668,0.003,0.0401,946.8,1139,26
209614,433548,34352,0.0186,0.0378,973.8,864,26.1
180384,303911,35796,0.043,0.043,689.1,964,26.24
205352,417537,41572,0.1608,0.0381,1096.4,945,26.31
212127,187398,47728,0.1482,0.0377,746.9,1309,26.39
201562,353338,54340,0.1387,0.0425,770.3,1009,26.46
207566,304914,61332,0.1285,0.058,632.1,1094,26.52
215737,416372,78128,0.2747,0.0637,741.2,1284,26.59
213081,419343,75924,-0.029,0.0835,953.4,1494,26.71
190222,332128,83752,0.1036,0.1088,610.2,1575,26.65
203577,417536,103208,0.232,0.1199,692.2,1030,26.7
1,2,103208,0.232,0.1199,692.2,1030,26.7
210944,469350,110808,0.0741,0.0886,781.2,1110,26.74
1,2,110808,0.0741,0.0886,781.2,1110,26.74
210961,453777,109744,-0.0098,0.0931,602.7,1250,26.76
1,2,109744,-0.0098,0.0931,602.7,1250,26.76
217062,477971,110200,0.004,0.1106,1041.4,1345,26.78
202341,400028,119624,0.0857,0.0665,701.2,1425,26.75
3307,9518,31540,0.0389,0.0716,493.3,968,25.8
4,12,31540,0.0389,0.0716,493.3,968,25.8
4591,9200,31388,-0.0053,0.1323,661,939,25.85
5342,13777,33592,0.0694,0.0467,952.8,1009,25.9
5949,16013,33668,0.003,0.0401,946.8,1139,26
5949,13576,34352,0.0186,0.0378,973.8,864,26.1
2806,6252,35796,0.043,0.043,689.1,964,26.24
3147,8514,41572,0.1608,0.0381,1096.4,945,26.31
3230,8459,47728,0.1482,0.0377,746.9,1309,26.39
3010,7429,54340,0.1387,0.0425,770.3,1009,26.46
2637,6848,61332,0.1285,0.058,632.1,1094,26.52
1866,5643,78128,0.2747,0.0637,741.2,1284,26.59
3279,7594,75924,-0.029,0.0835,953.4,1494,26.71
3646,9906,83752,0.1036,0.1088,610.2,1575,26.65
4575,10756,103208,0.232,0.1199,692.2,1030,26.7
5108,14292,110808,0.0741,0.0886,781.2,1110,26.74
5088,15483,109744,-0.0098,0.0931,602.7,1250,26.76
7931,24126,110200,0.004,0.1106,1041.4,1345,26.78
5792,14515,119624,0.0857,0.0665,701.2,1425,26.75
123564,202315,31540,0.0389,0.0716,493.3,968,25.8
4,7,31540,0.0389,0.0716,493.3,968,25.8
120967,202696,31388,-0.0053,0.1323,661,939,25.85
7,12,31388,-0.0053,0.1323,661,939,25.85
121579,216828,33592,0.0694,0.0467,952.8,1009,25.9
4,7,33592,0.0694,0.0467,952.8,1009,25.9
122059,224983,33668,0.003,0.0401,946.8,1139,26
9,17,33668,0.003,0.0401,946.8,1139,26
151827,299111,34352,0.0186,0.0378,973.8,864,26.1
157356,224311,35796,0.043,0.043,689.1,964,26.24
156432,291867,41572,0.1608,0.0381,1096.4,945,26.31
9,17,41572,0.1608,0.0381,1096.4,945,26.31
159114,291375,47728,0.1482,0.0377,746.9,1309,26.39
157629,296815,54340,0.1387,0.0425,770.3,1009,26.46
153920,254892,61332,0.1285,0.058,632.1,1094,26.52
7,12,61332,0.1285,0.058,632.1,1094,26.52
163515,302339,78128,0.2747,0.0637,741.2,1284,26.59
159350,312804,75924,-0.029,0.0835,953.4,1494,26.71
160636,323039,83752,0.1036,0.1088,610.2,1575,26.65
159111,329519,103208,0.232,0.1199,692.2,1030,26.7
159686,352427,110808,0.0741,0.0886,781.2,1110,26.74
159182,380445,109744,-0.0098,0.0931,602.7,1250,26.76
159025,375935,110200,0.004,0.1106,1041.4,1345,26.78
165249,367679,119624,0.0857,0.0665,701.2,1425,26.75
112791,213555,31540,0.0389,0.0716,493.3,968,25.8
119290,218751,31388,-0.0053,0.1323,661,939,25.85
1,2,31388,-0.0053,0.1323,661,939,25.85
117170,227541,33592,0.0694,0.0467,952.8,1009,25.9
1,2,33592,0.0694,0.0467,952.8,1009,25.9
119614,207163,33668,0.003,0.0401,946.8,1139,26
120779,233776,34352,0.0186,0.0378,973.8,864,26.1
2,4,34352,0.0186,0.0378,973.8,864,26.1
116396,167845,35796,0.043,0.043,689.1,964,26.24
122943,219624,41572,0.1608,0.0381,1096.4,945,26.31
120195,64687,47728,0.1482,0.0377,746.9,1309,26.39
122495,179210,54340,0.1387,0.0425,770.3,1009,26.46
119243,159309,61332,0.1285,0.058,632.1,1094,26.52
118660,220114,78128,0.2747,0.0637,741.2,1284,26.59
123485,242401,75924,-0.029,0.0835,953.4,1494,26.71
82351,89433,83752,0.1036,0.1088,610.2,1575,26.65
108568,206931,103208,0.232,0.1199,692.2,1030,26.7
117098,297663,110808,0.0741,0.0886,781.2,1110,26.74
112168,244302,109744,-0.0098,0.0931,602.7,1250,26.76
118000,261960,110200,0.004,0.1106,1041.4,1345,26.78
122464,251908,119624,0.0857,0.0665,701.2,1425,26.75
81826,160619,31540,0.0389,0.0716,493.3,968,25.8
5,10,31540,0.0389,0.0716,493.3,968,25.8
79453,135837,31388,-0.0053,0.1323,661,939,25.85
79413,144816,33592,0.0694,0.0467,952.8,1009,25.9
117161,189759,33668,0.003,0.0401,946.8,1139,26
116107,220172,34352,0.0186,0.0378,973.8,864,26.1
106445,83699,35796,0.043,0.043,689.1,964,26.24
98272,171771,41572,0.1608,0.0381,1096.4,945,26.31
110144,173215,47728,0.1482,0.0377,746.9,1309,26.39
98272,192122,54340,0.1387,0.0425,770.3,1009,26.46
122512,222727,61332,0.1285,0.058,632.1,1094,26.52
100608,204838,78128,0.2747,0.0637,741.2,1284,26.59
108039,284035,75924,-0.029,0.0835,953.4,1494,26.71
101195,179419,83752,0.1036,0.1088,610.2,1575,26.65
105641,230192,103208,0.232,0.1199,692.2,1030,26.7
107106,235098,110808,0.0741,0.0886,781.2,1110,26.74
106533,247370,109744,-0.0098,0.0931,602.7,1250,26.76
105387,232800,110200,0.004,0.1106,1041.4,1345,26.78
108030,198235,119624,0.0857,0.0665,701.2,1425,26.75
59411,71202,31540,0.0389,0.0716,493.3,968,25.8
61300,91229,31388,-0.0053,0.1323,661,939,25.85
64840,86354,33592,0.0694,0.0467,952.8,1009,25.9
65618,66153,33668,0.003,0.0401,946.8,1139,26
66005,92333,34352,0.0186,0.0378,973.8,864,26.1
58582,47473,35796,0.043,0.043,689.1,964,26.24
60840,71378,41572,0.1608,0.0381,1096.4,945,26.31
64353,75917,47728,0.1482,0.0377,746.9,1309,26.39
14460,11929,54340,0.1387,0.0425,770.3,1009,26.46
57838,51129,61332,0.1285,0.058,632.1,1094,26.52
28577,17975,78128,0.2747,0.0637,741.2,1284,26.59
56371,80949,75924,-0.029,0.0835,953.4,1494,26.71
30889,32650,83752,0.1036,0.1088,610.2,1575,26.65
47536,54761,103208,0.232,0.1199,692.2,1030,26.7
55840,82587,110808,0.0741,0.0886,781.2,1110,26.74
49833,87208,109744,-0.0098,0.0931,602.7,1250,26.76
56350,101881,110200,0.004,0.1106,1041.4,1345,26.78
45895,81923,119624,0.0857,0.0665,701.2,1425,26.75
139476,276910,31540,0.0389,0.0716,493.3,968,25.8
15,30,31540,0.0389,0.0716,493.3,968,25.8
149413,321486,31388,-0.0053,0.1323,661,939,25.85
154008,330481,33592,0.0694,0.0467,952.8,1009,25.9
159139,282912,33668,0.003,0.0401,946.8,1139,26
4,7,33668,0.003,0.0401,946.8,1139,26
158817,336886,34352,0.0186,0.0378,973.8,864,26.1
146179,310333,35796,0.043,0.043,689.1,964,26.24
176642,415220,41572,0.1608,0.0381,1096.4,945,26.31
186987,461762,47728,0.1482,0.0377,746.9,1309,26.39
179338,416602,54340,0.1387,0.0425,770.3,1009,26.46
182527,376553,61332,0.1285,0.058,632.1,1094,26.52
195339,294767,78128,0.2747,0.0637,741.2,1284,26.59
161107,331397,75924,-0.029,0.0835,953.4,1494,26.71
172786,399827,83752,0.1036,0.1088,610.2,1575,26.65
176864,420936,103208,0.232,0.1199,692.2,1030,26.7
177698,486004,110808,0.0741,0.0886,781.2,1110,26.74
2,5,110808,0.0741,0.0886,781.2,1110,26.74
183962,562372,109744,-0.0098,0.0931,602.7,1250,26.76
181235,517970,110200,0.004,0.1106,1041.4,1345,26.78
191884,529600,119624,0.0857,0.0665,701.2,1425,26.75
162862,376411,31540,0.0389,0.0716,493.3,968,25.8
336,776,31540,0.0389,0.0716,493.3,968,25.8
172969,361703,31388,-0.0053,0.1323,661,939,25.85
181,378,31388,-0.0053,0.1323,661,939,25.85
181820,386081,33592,0.0694,0.0467,952.8,1009,25.9
103,219,33592,0.0694,0.0467,952.8,1009,25.9
179743,348088,33668,0.003,0.0401,946.8,1139,26
138,267,33668,0.003,0.0401,946.8,1139,26
175784,363683,34352,0.0186,0.0378,973.8,864,26.1
157,325,34352,0.0186,0.0378,973.8,864,26.1
